product_id,title,rating,ratings_count,initial_price,final_price,discount,discount_per2,currency,seller_name
14981454,Daniel Klein,4.4,5,4450.0,2892.0,1558.0,35.0,INR,DESIGNER PROGRESSIVE INDIA LLP
14981406,Daniel Klein,4.3,6,6495.0,4091.0,2404.0,37.0,INR,DESIGNER PROGRESSIVE INDIA LLP
15017270,Tommy Hilfiger,4.5,34,5699.0,1994.0,3705.0,65.0,INR,Brand Concepts Limited
14981508,Daniel Klein,4.1,27,4950.0,2475.0,2475.0,50.0,INR,RetailNet
15017854,Rizzly,4.5,25,1999.0,399.0,1600.0,80.0,INR,Jay Khodal Creation
14972528,Rizzly,3.4,33,1999.0,299.0,1700.0,85.0,INR,Jay Khodal Creation
14966616,CARLINGTON,3.5,11,3999.0,834.0,3165.0,79.1,INR,CWC SALES PRIVATE LIMITED
14978318,Flying Machine,4.1,17,2199.0,1099.0,1100.0,50.0,INR,ARVIND LIFESTYLE BRANDS LIMITED
14974256,Baggit,4.5,400,1290.0,516.0,774.0,60.0,INR,Baggit India Pvt LTD
14981566,Daniel Klein,5.0,5,5250.0,2625.0,2625.0,50.0,INR,RetailNet
20312510,KiddoPanti,0.0,0,1348.0,768.0,580.0,43.0,INR,Krimson Apparel Private Limited
12429398,WOW SKIN SCIENCE,4.2,90,699.0,377.0,322.0,46.1,INR,BODY CUPID PRIVATE LIMITED
13826620,Lakme,4.3,172,400.0,320.0,80.0,20.0,INR,Truenet Commerce
13945694,VividArtsy,4.6,121,845.0,845.0,0.0,0.0,INR,Not Available
11841018,Sugr,3.0,5,599.0,599.0,0.0,0.0,INR,Not Available
1187105,U.S. Polo Assn. Women,4.3,31,599.0,599.0,0.0,0.0,INR,Not Available
14067158,Vero Moda,4.0,57,699.0,699.0,0.0,0.0,INR,Not Available
13868882,GRACIT,0.0,0,2098.0,734.0,1364.0,65.0,INR,Amitto
13948482,PANASH,3.2,33,999.0,379.0,620.0,62.1,INR,M/S KULSU GLOBAL JEWELS
15465820,indus route by Pantaloons,3.9,11,899.0,899.0,0.0,0.0,INR,Westbury Holdings Pvt Ltd_Pantaloons
15617732,Fastrack,4.1,11,5195.0,4156.0,1039.0,20.0,INR,Truecom Retail
15563058,Rizzly,4.1,32,1999.0,399.0,1600.0,80.0,INR,Jay Khodal Creation
15593442,MR. COPPER KING,3.9,7,1495.0,1001.0,494.0,33.0,INR,ENCOMPASS DESIGN INDIA PVT LTD
17324756,THE WEAVE TRAVELLER,4.7,9,1490.0,789.0,701.0,47.0,INR,USI TREADE 24
15517764,GRACIT,2.4,7,2579.0,902.0,1677.0,65.0,INR,Amitto
15462154,GRACIT,0.0,0,2198.0,835.0,1363.0,62.0,INR,Amitto
15523096,GRACIT,0.0,0,2189.0,831.0,1358.0,62.0,INR,Amitto
15465332,VASTRAMAY,4.3,11,4999.0,2549.0,2450.0,49.0,INR,Vastramay Pvt. Ltd.
15480074,Tommy Hilfiger,4.6,99,11880.0,6534.0,5346.0,45.0,INR,Flashtech Retail
15488012,DIESEL,3.2,5,16995.0,16995.0,0.0,0.0,INR,Flashstar Commerce
15494290,Tommy Hilfiger,4.6,102,2299.0,1310.0,989.0,43.0,INR,Flashtech Retail
1582977,W,3.8,48,1999.0,700.0,1299.0,65.0,INR,Eshopbox Ecommerce Pvt Ltd
16391406,ZALORA OCCASION,3.4,5,2399.0,2279.0,120.0,5.0,INR,Supercom Net
12740318,JAINISH,3.3,25,1499.0,584.0,915.0,61.0,INR,INDIAN NEEDLE PRIVATE LIMITED
12536618,Gini and Jony,4.3,6,1499.0,1004.0,495.0,33.0,INR,GINI & JONY  LIMITED
22313210,Cantabil,4.5,4,2999.0,1319.0,1680.0,56.0,INR,Cantabil Retail India Limited
17697726,Timex,4.6,26,2345.0,1289.0,1056.0,45.0,INR,Supercom Net
17671766,Baggit,4.4,143,1390.0,417.0,973.0,70.0,INR,Supercom Net
12459786,Sir Corbett,3.8,45,5949.0,5949.0,0.0,0.0,INR,Not Available
17655282,KETCH,3.6,886,999.0,469.0,530.0,53.1,INR,Supercom Net
17655310,KETCH,3.8,738,999.0,419.0,580.0,58.1,INR,Supercom Net
17666710,Cantabil,4.1,14,2199.0,747.0,1452.0,66.0,INR,Cantabil Retail India Limited
17755198,Mikado,4.0,9,1299.0,324.0,975.0,75.1,INR,Sky E-commerce
17643182,Style SHOES,4.3,26,1999.0,499.0,1500.0,75.0,INR,Kan International
17743362,AEROHAVEN,4.0,7,1699.0,679.0,1020.0,60.0,INR,Giridhar Home Furnishing
17665464,Kuons Avenue,0.0,0,2999.0,1299.0,1700.0,56.7,INR,Ankit Apparels
17676918,K&U,3.6,5,999.0,199.0,800.0,80.1,INR,K and U Designer Wear
17646730,TRUe FRoG,4.2,25,565.0,565.0,0.0,0.0,INR,EarthyBlend Private Limited
17697632,Timex,4.5,8,3595.0,2876.0,719.0,20.0,INR,TIMEHUT RETAIL (INDIA) PRIVATE LIMITED
17489448,Baggit,4.1,108,890.0,356.0,534.0,60.0,INR,Supercom Net
17628838,Saral Home,4.0,5,749.0,411.0,338.0,45.1,INR,SARAL HOME EASY LIVING PRIVATE LIMITED
21837538,elora,2.5,2,7399.0,7399.0,0.0,0.0,INR,Not Available
1766127,Second SKIN,4.0,24,1699.0,815.0,884.0,52.0,INR,TRADELLA E-COM PVT LTD
17697784,Timex,4.5,6,3995.0,2397.0,1598.0,40.0,INR,Supercom Net
17657072,HIGHLANDER,3.7,444,1049.0,545.0,504.0,48.0,INR,Flashstar Commerce
17691570,Kiddeo,4.4,8,1999.0,599.0,1400.0,70.0,INR,KR TEX
17698044,HAJAMAT,4.1,52,299.0,149.0,150.0,50.2,INR,Black Pepper Marketing Pvt. Ltd.
17625690,DEYANN,4.2,6,8990.0,2966.0,6024.0,67.0,INR,DIAWIN FASHIONS PRIVATE LIMITED
17657056,HIGHLANDER,3.9,416,949.0,540.0,409.0,43.1,INR,Flashstar Commerce
17657096,HIGHLANDER,4.2,396,949.0,483.0,466.0,49.1,INR,Flashstar Commerce
17663986,CHIMPAAANZEE,4.3,18,999.0,649.0,350.0,35.0,INR,CHIMPAAANZEE LIFESTYLE PVT LTD
17643180,Style SHOES,3.9,21,1999.0,499.0,1500.0,75.0,INR,Kan International
17697622,Timex,4.4,96,3495.0,2796.0,699.0,20.0,INR,TIMEHUT RETAIL (INDIA) PRIVATE LIMITED
20257414,HUGO,3.3,8,10425.0,6255.0,4170.0,40.0,INR,TIRUPATI BIZ LINK LLP
21403530,WESTHOOD,0.0,0,2799.0,1399.0,1400.0,50.0,INR,GOSTYLE
21128150,Sztori,3.9,47,1799.0,719.0,1080.0,60.0,INR,Gee Impex
21225646,HIGHLANDER,3.4,58,799.0,499.0,300.0,37.5,INR,S & S Marketing
15203080,Louis Philippe Jeans,4.4,932,1299.0,779.0,520.0,40.0,INR,RetailNet
20914844,U.S. Polo Assn.,0.0,0,1799.0,1169.0,630.0,35.0,INR,ARVIND LIFESTYLE BRANDS LIMITED
21561424,AVANTIKA FASHION,3.6,33,2999.0,2999.0,0.0,0.0,INR,Not Available
20663862,JOKER & WITCH,4.1,57,5099.0,1019.0,4080.0,80.0,INR,JW Brands Private Limited
20853558,DILLINGER,4.3,244,799.0,495.0,304.0,38.0,INR,Elcinco Inc - SJIT
21234122,Sera,3.7,3,1898.0,664.0,1234.0,65.0,INR,SERA GROUP
21152732,Kibo,0.0,0,1799.0,629.0,1170.0,65.0,INR,LUEUR VESTURES PRIVATE LIMITED
21139750,Allen Solly Sport,4.3,38,2299.0,1149.0,1150.0,50.0,INR,RetailNet
21166692,Disney,4.4,10,699.0,419.0,280.0,40.1,INR,TRUCAREKIDZ INDIA PRIVATE LIMITED
21207848,Gini and Jony,0.0,0,599.0,383.0,216.0,36.1,INR,Gini & Jony Ltd
21192892,Kibo,0.0,0,1999.0,859.0,1140.0,57.0,INR,LUEUR VESTURES PRIVATE LIMITED
21086714,Calvin Klein Jeans,4.3,16,2799.0,1959.0,840.0,30.0,INR,Indiflashmart
15523102,GRACIT,0.0,0,2189.0,831.0,1358.0,62.0,INR,Amitto
12775770,Fastrack,4.6,110,2195.0,1756.0,439.0,20.0,INR,Titan Company Limited
12758774,Devansh,3.7,7,1499.0,719.0,780.0,52.0,INR,New Era Enterprises
20226358,Vishudh,3.6,27,1849.0,314.0,1535.0,83.0,INR,Flashstar Commerce
19879142,Ajile by Pantaloons,4.2,18,1149.0,608.0,541.0,47.1,INR,Westbury Holdings Pvt Ltd_Pantaloons
20177862,Kara,0.0,0,2699.0,917.0,1782.0,66.0,INR,LEATHER LINE
12840642,Gini and Jony,4.4,23,699.0,328.0,371.0,53.1,INR,Gini & Jony Ltd
20098784,HIGHLANDER,2.9,41,1399.0,599.0,800.0,57.2,INR,S & S Marketing
18840948,Styli,4.1,8,899.0,899.0,0.0,0.0,INR,Not Available
2113604,Van Heusen,4.2,88,658.0,493.0,165.0,25.1,INR,RetailNet
17817366,Trendyol,3.0,17,1299.0,649.0,650.0,50.0,INR,Supercom Net
6788456,Vero Moda,3.6,13,1999.0,1699.0,300.0,15.0,INR,RetailNet
20367038,Allen Solly,4.4,29,1399.0,727.0,672.0,48.0,INR,RetailNet
18046086,Sonata,4.5,13,1149.0,919.0,230.0,20.0,INR,Truecom Retail
19859502,Indigifts,3.6,7,1699.0,560.0,1139.0,67.0,INR,Indibni Private Limited
21491180,Arrow,5.0,3,2699.0,1214.0,1485.0,55.0,INR,ARVIND LIFESTYLE BRANDS LIMITED
19122022,KUCHIPOO,4.7,100,2700.0,699.0,2001.0,74.1,INR,Vardhman Wool Store
21485030,Ms.Lingies,3.9,18,1099.0,549.0,550.0,50.0,INR,Aarti Apparels
21225690,KETCH,3.9,25,1649.0,527.0,1122.0,68.0,INR,Supercom Net
18870686,Homesake,4.1,14,2500.0,549.0,1951.0,78.0,INR,INOVATION HANDART PRIVATE LIMITED
21467096,DEZANO,3.6,7,1999.0,1499.0,500.0,25.0,INR,DEZANO TEXTILE
21472094,HIGHLANDER,4.1,53,2149.0,515.0,1634.0,76.0,INR,Flashstar Commerce
21446628,Cantabil,4.8,5,2199.0,967.0,1232.0,56.0,INR,Cantabil Retail India Limited
21329410,JAINISH,0.0,0,1499.0,584.0,915.0,61.0,INR,INDIAN NEEDLE PRIVATE LIMITED
19117156,The Art House,0.0,0,7999.0,3519.0,4480.0,56.0,INR,AARA CREATIONS
14699328,FOREVER 21,4.4,14,1299.0,519.0,780.0,60.0,INR,Westbury Holdings Pvt Ltd_Forever21
14670268,Baggit,4.4,337,1290.0,387.0,903.0,70.0,INR,Supercom Net
16665604,appulse,0.0,0,799.0,439.0,360.0,45.1,INR,SUNRISE CREATIONS
16678966,SWISSTONE,3.5,10,2399.0,655.0,1744.0,72.7,INR,Supertrust Marketing
16696092,Van Heusen,3.9,10,479.0,344.0,135.0,28.2,INR,RetailNet
16676726,Relish,3.1,8,999.0,599.0,400.0,40.0,INR,MANVIK CREATION
16665592,appulse,0.0,0,799.0,439.0,360.0,45.1,INR,SUNRISE CREATIONS
16642640,Tokyo Talkies,4.0,386,1449.0,362.0,1087.0,75.0,INR,Vision Star
1667802,MBOSS,0.0,0,17990.0,6296.0,11694.0,65.0,INR,DREAMS INTERNATIONAL
18064312,FOREVER 21,3.8,16,699.0,559.0,140.0,20.0,INR,Westbury Holdings Pvt Ltd_Madura
18068954,Levis,4.5,178,1099.0,1099.0,0.0,0.0,INR,Levi Strauss India Pvt Ltd
18069418,Levis,4.0,617,2399.0,1919.0,480.0,20.0,INR,Vision Star
18809306,ONLY,3.3,12,2999.0,1199.0,1800.0,60.0,INR,Kapsons Retail Pvt. Ltd.
21164628,bigbanana,4.6,9,2699.0,971.0,1728.0,64.0,INR,DONOVAN APPARELS PRIVATE LIMITED
19511442,Suta,4.9,9,2400.0,2400.0,0.0,0.0,INR,Suta Private Limited
12860774,Roadster,4.2,375,2499.0,2499.0,0.0,0.0,INR,Truenet Commerce
19917258,Dpassion,3.1,23,1999.0,1999.0,0.0,0.0,INR,Not Available
21207934,Gini and Jony,0.0,0,799.0,407.0,392.0,49.1,INR,GINI & JONY  LIMITED
11709596,even,3.8,24,1695.0,678.0,1017.0,60.0,INR,EVEN LEISURE APPARELS
11692060,109F,3.5,6,1499.0,674.0,825.0,55.0,INR,ENCOMPASS DESIGN INDIA PVT LTD
11738804,Mast & Harbour,4.1,1488,1799.0,683.0,1116.0,62.0,INR,FRACTAL FASHION
11755306,Helix,0.0,0,2895.0,1158.0,1737.0,60.0,INR,Truecom Retail
11724362,even,3.8,26,1695.0,678.0,1017.0,60.0,INR,EVEN LEISURE APPARELS
11755324,Helix,0.0,0,1995.0,798.0,1197.0,60.0,INR,Truecom Retail
17076162,BLANC9,0.0,0,1999.0,1299.0,700.0,35.0,INR,Dash Fashions Pvt. Ltd.
14981726,Daniel Klein,3.9,14,4950.0,2475.0,2475.0,50.0,INR,RetailNet
15002366,Jockey,4.6,1461,649.0,649.0,0.0,0.0,INR,Truecom Retail
14972500,Rizzly,0.0,0,1999.0,299.0,1700.0,85.0,INR,Jay Khodal Creation
15017300,Tommy Hilfiger,4.7,91,5399.0,1889.0,3510.0,65.0,INR,Brand Concepts Limited
15017930,Rizzly,4.0,14,1999.0,399.0,1600.0,80.0,INR,Jay Khodal Creation
15041296,DressBerry,4.4,128,3199.0,959.0,2240.0,70.0,INR,Vision Star
14981402,Daniel Klein,4.4,5,5250.0,3360.0,1890.0,36.0,INR,DESIGNER PROGRESSIVE INDIA LLP
15017794,Rizzly,4.1,28,1999.0,399.0,1600.0,80.0,INR,Jay Khodal Creation
20059190,Readiprint Fashions,3.0,7,3000.0,750.0,2250.0,75.0,INR,Readiprint Fashions
13868874,GRACIT,0.0,0,2098.0,734.0,1364.0,65.0,INR,Amitto
13843028,SASSAFRAS,3.7,175,1199.0,539.0,660.0,55.0,INR,ARDENT Retail Co.
17833490,Vero Moda,4.2,63,1799.0,1799.0,0.0,0.0,INR,Not Available
19037388,Vero Moda,4.7,14,1799.0,1799.0,0.0,0.0,INR,Not Available
21905418,Libas,4.4,169,3999.0,1319.0,2680.0,67.0,INR,ZIVORE APPAREL PRIVATE LIMITED
17840084,Crimsoune Club,5.0,8,1499.0,749.0,750.0,50.0,INR,MANGLA APPARELS INDIA PVT LTD
17927448,BYFORD by Pantaloons,2.6,5,1299.0,779.0,520.0,40.0,INR,Westbury Holdings Pvt Ltd_Pantaloons
21788094,A.T.U.N.,4.0,10,3999.0,799.0,3200.0,80.0,INR,VKNP Designs Pvt Ltd
12694660,Hangup,4.0,11,1999.0,499.0,1500.0,75.0,INR,BGN Apparels
20257412,HUGO,3.4,5,16425.0,8212.0,8213.0,50.0,INR,Vision Star
18148360,Vero Moda,4.2,43,2499.0,2499.0,0.0,0.0,INR,Not Available
17413660,Anouk,4.3,3,4999.0,4999.0,0.0,0.0,INR,Not Available
12696716,Hancock,4.2,14,1899.0,664.0,1235.0,65.0,INR,SIDHBALI CREATIONS
12744334,Teakwood Leathers,4.1,63,2299.0,528.0,1771.0,77.0,INR,TEAKWOOD
19857348,MBOSS,0.0,0,2100.0,630.0,1470.0,70.0,INR,DREAMS INTERNATIONAL
15561130,Lock & Lock,4.7,32,215.0,215.0,0.0,0.0,INR,Rajprabhu Traders Private Limited
15457280,Gini and Jony,4.4,10,1699.0,798.0,901.0,53.0,INR,Gini & Jony Ltd
12853870,Daniel Klein,0.0,0,3950.0,2607.0,1343.0,34.0,INR,DESIGNER PROGRESSIVE INDIA LLP
15517756,GRACIT,0.0,0,2579.0,902.0,1677.0,65.0,INR,Amitto
20090224,WANTON,3.5,15,1499.0,359.0,1140.0,76.1,INR,NARAYAN ENTERPRISE
16099798,Tokyo Talkies,4.3,205,749.0,399.0,350.0,46.7,INR,S & S Marketing
15710512,Sivanna Colors,4.0,6,550.0,550.0,0.0,0.0,INR,Redwood International
15523242,GRACIT,0.0,0,2189.0,831.0,1358.0,62.0,INR,Amitto
20111700,SAMTROH,3.0,2,999.0,299.0,700.0,70.1,INR,SAMTROH
12860420,JOKER & WITCH,0.0,0,5697.0,1139.0,4558.0,80.0,INR,JW Brands Private Limited
15513276,Eske,0.0,0,4499.0,1299.0,3200.0,71.1,INR,Eske Global Fashions Private Limited
17691354,Biolage,4.4,250,590.0,590.0,0.0,0.0,INR,Supercom Net
17571024,indus route by Pantaloons,4.0,47,699.0,699.0,0.0,0.0,INR,Westbury Holdings Pvt Ltd_Pantaloons
17734692,VAIRAGEE,3.7,3,1999.0,799.0,1200.0,60.0,INR,Vivera International
17557142,Flying Machine,3.9,42,1899.0,740.0,1159.0,61.0,INR,ARVIND LIFESTYLE BRANDS LIMITED
17699238,JAINISH,0.0,0,1299.0,584.0,715.0,55.0,INR,INDIAN NEEDLE PRIVATE LIMITED
17734710,VAIRAGEE,2.0,7,1999.0,799.0,1200.0,60.0,INR,Vivera International
17697626,Timex,4.6,17,4395.0,3516.0,879.0,20.0,INR,TIMEHUT RETAIL (INDIA) PRIVATE LIMITED
17644098,Indo Era,3.0,8,2399.0,671.0,1728.0,72.0,INR,ZENZIOR BRAND TECHNOLOGY PRIVATE LIMITED
17544418,Blackberrys,4.2,5,2795.0,1956.0,839.0,30.0,INR,Mohan Clothing co. Pvt. Ltd.
17697718,Timex,4.7,29,4995.0,2747.0,2248.0,45.0,INR,Supercom Net
17663994,CHIMPAAANZEE,4.0,65,999.0,699.0,300.0,30.0,INR,CHIMPAAANZEE LIFESTYLE PVT LTD
17705906,HIGHLANDER,4.2,106,1299.0,549.0,750.0,57.7,INR,S & S Marketing
17655272,KETCH,4.1,86,1399.0,335.0,1064.0,76.1,INR,Supercom Net
17680146,Allen Solly Sport,4.0,17,2499.0,1374.0,1125.0,45.0,INR,RetailNet
17664044,CHIMPAAANZEE,3.8,15,999.0,489.0,510.0,51.1,INR,CHIMPAAANZEE LIFESTYLE PVT LTD
17645364,LOreal Professionnel,4.5,421,745.0,745.0,0.0,0.0,INR,Indiflashmart
17706448,KETCH,2.6,5,1249.0,499.0,750.0,60.0,INR,S & S Marketing
17566988,plusS,3.8,57,2780.0,1056.0,1724.0,62.0,INR,Shiva International Apparels
17666748,Canary London,0.0,0,2499.0,874.0,1625.0,65.0,INR,Canary Apparels Pvt. Ltd.
17697532,Timex,4.5,14,5295.0,2912.0,2383.0,45.0,INR,Supercom Net
17669192,GANT,4.2,61,6999.0,4199.0,2800.0,40.0,INR,Omnitech Retail
17709746,MALHAAR,4.1,13,1349.0,687.0,662.0,49.1,INR,BEDTIME STORIES LLP
17669226,GANT,4.6,8,7999.0,3999.0,4000.0,50.0,INR,Samarth  Lifestyle Retailing Pvt. Ltd.
17710208,Cantabil,4.9,17,1899.0,645.0,1254.0,66.0,INR,Cantabil Retail India Limited
17683658,Miaz Lifestyle,2.8,5,999.0,489.0,510.0,51.1,INR,Miaz lifestyle
17744604,DENNISON,4.4,11,2499.0,649.0,1850.0,74.0,INR,DENNISON INDIA
17671712,Baggit,4.3,111,1390.0,417.0,973.0,70.0,INR,Supercom Net
15584546,Swatch,5.0,5,13050.0,13050.0,0.0,0.0,INR,ELITE ENTERPRISES
15462010,GRACIT,0.0,0,2198.0,835.0,1363.0,62.0,INR,Amitto
12759600,Devansh,3.6,7,1650.0,792.0,858.0,52.0,INR,New Era Enterprises
21390758,kasee,4.0,5,5269.0,1495.0,3774.0,71.6,INR,KASEE
20904210,JOKER & WITCH,0.0,0,9497.0,1709.0,7788.0,82.0,INR,JW Brands Private Limited
20904178,JOKER & WITCH,0.0,0,9297.0,1673.0,7624.0,82.0,INR,JW Brands Private Limited
21321646,ESBEDA,4.8,4,1680.0,840.0,840.0,50.0,INR,INTOUCH LEATHER HOUSE INDIA PVT LTD
15203024,Louis Philippe Jeans,4.5,1445,1299.0,766.0,533.0,41.0,INR,Westbury Holdings Pvt Ltd_Madura
